Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90
410,Vincent Burlet,be BEL,DF,DF,Lille,fr Ligue 1,19,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Dan Burn,eng ENG,DF,DF,Newcastle,eng Premier League,33,1992,29,25,2199,24.4,1,2,3,1,0,0,11,1,0.04,0.08,0.12,0.04,0.12
412,Bradley Burrowes,eng ENG,MF,MF,Aston Villa,eng Premier League,17,2008,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
413,Marnon Busch,de GER,DFMF,DF,Heidenheim,de Bundesliga,30,1994,29,20,1915,21.3,1,5,6,1,0,0,4,0,0.05,0.23,0.28,0.05,0.28
414,Aurélio Buta,pt POR,DF,DF,Frankfurt,de Bundesliga,28,1997,4,1,144,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
415,Jean Butez,fr FRA,GK,GK,Como,it Serie A,30,1995,38,38,3420,38,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03
416,Jun'ai Byfield,eng ENG,DF,DF,Tottenham,eng Premier League,16,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Sam Byram,eng ENG,DFMF,DF,Leeds United,eng Premier League,31,1993,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
418,William Bøving,dk DEN,MF,MF,Mainz 05,de Bundesliga,22,2003,9,2,223,2.5,0,1,1,0,0,0,1,0,0,0.4,0.4,0,0.4
419,Pau Cabanes,es ESP,FW,FW,Villarreal,es La Liga,20,2005,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Rémy Cabella,fr FRA,MFFW,MF,Nantes,fr Ligue 1,35,1990,11,6,572,6.4,2,0,2,1,1,1,1,0,0.31,0,0.31,0.16,0.16
421,Jorge Cabello,es ESP,DF,DF,Levante,es La Liga,21,2004,5,4,362,4,0,0,0,0,0,0,1,0,0,0,0,0,0
422,Pape Cabral,fr FRA,MF,MF,Monaco,fr Ligue 1,18,2007,4,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Leandro Cabrera,uy URU,DF,DF,Espanyol,es La Liga,34,1991,37,37,3330,37,3,0,3,3,0,0,4,0,0.08,0,0.08,0.08,0.08
424,Anthony Caci,fr FRA,MF,MF,Mainz 05,de Bundesliga,28,1997,10,6,519,5.8,0,0,0,0,0,0,3,0,0,0,0,0,0
425,Noah Cadiou,gp GLP,MF,MF,Lorient,fr Ligue 1,26,1998,28,20,1879,20.9,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19
426,Mathieu Cafaro,fr FRA,FW,FW,Paris FC,fr Ligue 1,28,1997,10,1,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Moisés Caicedo,ec ECU,MF,MF,Chelsea,eng Premier League,23,2001,33,32,2795,31.1,3,1,4,3,0,0,11,1,0.1,0.03,0.13,0.1,0.13
428,Tom Cairney,sct SCO,MF,MF,Fulham,eng Premier League,34,1991,24,6,775,8.6,2,0,2,2,0,0,3,0,0.23,0,0.23,0.23,0.23
429,Arturo Calabresi,it ITA,DF,DF,Pisa,it Serie A,29,1996,26,17,1514,16.8,0,0,0,0,0,0,8,0,0,0,0,0,0
430,Riccardo Calafiori,it ITA,DF,DF,Arsenal,eng Premier League,23,2002,26,22,1699,18.9,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16
431,Miguel Calatayud,es ESP,DF,DF,Mallorca,es La Liga,19,2006,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Calebe,br BRA,MF,MF,Alavés,es La Liga,25,2000,19,13,752,8.4,0,0,0,0,0,0,2,0,0,0,0,0,0
433,Fernando Calero,es ESP,DF,DF,Espanyol,es La Liga,29,1995,28,24,2148,23.9,0,0,0,0,0,0,5,0,0,0,0,0,0
434,Duje Ćaleta-Car,hr CRO,DF,DF,Real Sociedad,es La Liga,28,1996,27,24,2150,23.9,1,0,1,1,0,0,6,1,0.04,0,0.04,0.04,0.04
435,Hakan Çalhanoğlu,tr TUR,MF,MF,Inter,it Serie A,31,1994,22,20,1639,18.2,9,4,13,5,4,5,7,0,0.49,0.22,0.71,0.27,0.49
436,Dominic Calvert-Lewin,eng ENG,FW,FW,Leeds United,eng Premier League,28,1997,35,30,2721,30.2,14,1,15,10,4,5,3,0,0.46,0.03,0.5,0.33,0.36
437,Dani Calvo,es ESP,DF,DF,Oviedo,es La Liga,31,1994,20,17,1611,17.9,0,0,0,0,0,0,3,0,0,0,0,0,0
438,Abdoulaye Camara,fr FRA,MF,MF,Udinese,it Serie A,16,2008,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Adama Camara,fr FRA,MFDF,MF,Paris FC,fr Ligue 1,28,1996,29,26,2159,24,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04
440,Amady Camara,ml MLI,FW,FW,Nantes,fr Ligue 1,20,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Dawda Camara,mr MTN,FW,FW,Girona,es La Liga,22,2002,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Lamine Camara,sn SEN,MF,MF,Monaco,fr Ligue 1,21,2004,24,22,1847,20.5,3,4,7,3,0,0,6,0,0.15,0.19,0.34,0.15,0.34
443,Mahdi Camara,fr FRA,MF,MF,Rennes,fr Ligue 1,27,1998,32,31,2653,29.5,3,1,4,3,0,0,5,1,0.1,0.03,0.14,0.1,0.14
444,Ousmane Camara,ml MLI,DF,DF,Angers,fr Ligue 1,22,2003,32,31,2718,30.2,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03
445,Francesco Camarda,it ITA,FW,FW,Lecce,it Serie A,17,2008,21,7,687,7.6,1,0,1,1,0,1,1,0,0.13,0,0.13,0.13,0.13
446,Eduardo Camavinga,fr FRA,MF,MF,Real Madrid,es La Liga,22,2002,29,16,1528,17,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06
447,Nicolò Cambiaghi,it ITA,MFFW,MF,Bologna,it Serie A,24,2000,28,17,1518,16.9,3,4,7,3,0,0,3,1,0.18,0.24,0.42,0.18,0.42
448,Andrea Cambiaso,it ITA,MFDF,MF,Juventus,it Serie A,25,2000,36,35,2769,30.8,3,4,7,3,0,0,3,1,0.1,0.13,0.23,0.1,0.23
449,Axel Camblan,fr FRA,FW,FW,Brest,fr Ligue 1,21,2003,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Sergio Camello,es ESP,FWMF,FW,Rayo Vallecano,es La Liga,24,2001,22,8,823,9.1,5,1,6,5,0,0,3,1,0.55,0.11,0.66,0.55,0.66
451,Cole Campbell,us USA,FW,FW,Hoffenheim,de Bundesliga,19,2006,5,0,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Cole Campbell,us USA,FW,FW,Dortmund,de Bundesliga,19,2006,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Emre Can,de GER,DF,DF,Dortmund,de Bundesliga,31,1994,9,7,621,6.9,3,0,3,0,3,3,3,0,0.43,0,0.43,0,0
454,Matteo Cancellieri,it ITA,FW,FW,Lazio,it Serie A,23,2002,30,21,1725,19.2,4,2,6,4,0,0,6,0,0.21,0.1,0.31,0.21,0.31
455,João Cancelo,pt POR,DF,DF,Barcelona,es La Liga,31,1994,16,11,954,10.6,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38
456,Fali Candé,gw GNB,DF,DF,Sassuolo,it Serie A,27,1998,12,5,509,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0
457,Simone Canestrelli,it ITA,DF,DF,Pisa,it Serie A,24,2000,37,36,3201,35.6,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03
458,Jaydee Canvot,fr FRA,MFDF,MF,Toulouse,fr Ligue 1,19,2006,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
459,Jaydee Canvot,fr FRA,DF,DF,Crystal Palace,eng Premier League,19,2006,20,14,1336,14.8,0,0,0,0,0,0,3,0,0,0,0,0,0
460,Nicolás Capaldo,ar ARG,DFMF,DF,Hamburger SV,de Bundesliga,26,1998,26,24,2001,22.2,1,3,4,1,0,0,10,0,0.04,0.13,0.18,0.04,0.18
461,Pierrick Capelle,fr FRA,MF,MF,Angers,fr Ligue 1,38,1987,16,6,651,7.2,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14
462,Elia Caprile,it ITA,GK,GK,Cagliari,it Serie A,23,2001,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0
463,Maxence Caqueret,fr FRA,MF,MF,Como,it Serie A,25,2000,30,17,1485,16.5,2,6,8,2,0,0,3,0,0.12,0.36,0.48,0.12,0.48
464,Antonio Caracciolo,it ITA,DF,DF,Pisa,it Serie A,35,1990,35,34,3073,34.1,2,0,2,2,0,0,10,0,0.06,0,0.06,0.06,0.06
465,Filippo Carbone,it ITA,MF,MF,Genoa,it Serie A,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Franco Carboni,it ITA,MF,MF,Parma,it Serie A,22,2003,7,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
467,Valentin Carboni,ar ARG,MF,MF,Genoa,it Serie A,20,2005,12,3,359,4,0,0,0,0,0,0,2,0,0,0,0,0,0
468,Dani Cárdenas,es ESP,GK,GK,Rayo Vallecano,es La Liga,28,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Alessandro Cardinali,it ITA,FW,FW,Parma,it Serie A,19,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Rio Cardines,tt TRI,MF,MF,Crystal Palace,eng Premier League,19,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Sergi Cardona,es ESP,DF,DF,Villarreal,es La Liga,26,1999,31,20,1970,21.9,1,4,5,1,0,0,4,0,0.05,0.18,0.23,0.05,0.23
472,Fábio Cardoso,pt POR,DF,DF,Sevilla,es La Liga,31,1994,4,4,295,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
473,Johnny Cardoso,us USA,MF,MF,Atlético Madrid,es La Liga,23,2001,15,12,887,9.9,0,0,0,0,0,0,5,0,0,0,0,0,0
474,Maycon Cardozo,br BRA,MF,MF,Bayern Munich,de Bundesliga,16,2008,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
475,Igor Carioca,br BRA,DF,DF,Lorient,fr Ligue 1,28,1996,17,13,1213,13.5,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07
476,Patrik Carlgren,se SWE,GK,GK,Nantes,fr Ligue 1,33,1992,3,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Diego Carlos,br BRA,DF,DF,Como,it Serie A,32,1993,27,21,1949,21.7,1,0,1,1,0,0,8,0,0.05,0,0.05,0.05,0.05
478,Kevin Carlos,es ESP,FW,FW,Nice,fr Ligue 1,24,2001,23,9,880,9.8,0,0,0,0,0,0,3,0,0,0,0,0,0
479,David Carmo,ao ANG,DF,DF,Oviedo,es La Liga,26,1999,22,20,1786,19.8,1,0,1,1,0,0,8,1,0.05,0,0.05,0.05,0.05
480,Carmona,es ESP,DFMF,DF,Sevilla,es La Liga,23,2002,35,29,2565,28.5,1,3,4,1,0,0,13,0,0.04,0.11,0.14,0.04,0.14
481,Marco Carnesecchi,it ITA,GK,GK,Atalanta,it Serie A,25,2000,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Sergio Carreira,es ESP,MF,MF,Celta Vigo,es La Liga,24,2000,34,29,2694,29.9,2,1,3,2,0,0,2,0,0.07,0.03,0.1,0.07,0.1
483,Gorka Carrera,es ESP,FW,FW,Real Sociedad,es La Liga,20,2005,3,0,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0
484,Álvaro Carreras,es ESP,DF,DF,Real Madrid,es La Liga,22,2003,28,26,2332,25.9,2,3,5,2,0,0,5,1,0.08,0.12,0.19,0.08,0.19
485,Dani Carvajal,es ESP,DF,DF,Real Madrid,es La Liga,33,1992,17,10,977,10.9,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09
486,Fabio Carvalho,pt POR,MF,MF,Brentford,eng Premier League,22,2002,6,1,102,1.1,1,0,1,1,0,0,0,0,0.88,0,0.88,0.88,0.88
487,Cesare Casadei,it ITA,MF,MF,Torino,it Serie A,22,2003,33,19,1997,22.2,6,0,6,6,0,0,5,0,0.27,0,0.27,0.27,0.27
488,Marc Casado,es ESP,MF,MF,Barcelona,es La Liga,21,2003,24,10,989,11,0,1,1,0,0,0,1,0,0,0.09,0.09,0,0.09
489,Nicolò Casale,it ITA,DF,DF,Bologna,it Serie A,27,1998,12,8,678,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
490,Casemiro,br BRA,MF,MF,Manchester Utd,eng Premier League,33,1992,34,33,2571,28.6,9,2,11,9,0,0,11,1,0.32,0.07,0.39,0.32,0.39
491,Matty Cash,pl POL,DF,DF,Aston Villa,eng Premier League,27,1997,35,34,3014,33.5,3,3,6,3,0,0,9,0,0.09,0.09,0.18,0.09,0.18
492,Josué Casimir,ht HAI,MFFW,MF,Auxerre,fr Ligue 1,23,2001,31,16,1522,16.9,1,0,1,1,0,1,6,1,0.06,0,0.06,0.06,0.06
493,Cristian Cásseres Jr.,ve VEN,MF,MF,Toulouse,fr Ligue 1,25,2000,30,28,2495,27.7,2,3,5,2,0,1,6,0,0.07,0.11,0.18,0.07,0.18
494,Timothy Castagne,be BEL,DFMF,DF,Fulham,eng Premier League,29,1995,30,20,1845,20.5,0,0,0,0,0,0,4,0,0,0,0,0,0
495,Lluc Castell,es ESP,FW,FW,Espanyol,es La Liga,18,2006,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Valentín Castellanos,ar ARG,FW,FW,Lazio,it Serie A,26,1998,11,8,692,7.7,2,3,5,2,0,0,2,0,0.26,0.39,0.65,0.26,0.65
497,Valentín Castellanos,ar ARG,FW,FW,West Ham,eng Premier League,26,1998,18,17,1384,15.4,6,0,6,6,0,0,6,0,0.39,0,0.39,0.39,0.39
498,Castrin,es ESP,DF,DF,Sevilla,es La Liga,22,2003,19,13,1277,14.2,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07
499,Jonny Castro,es ESP,DF,DF,Alavés,es La Liga,31,1994,34,34,2994,33.3,0,0,0,0,0,0,7,0,0,0,0,0,0
500,Santiago Castro,ar ARG,FW,FW,Bologna,it Serie A,20,2004,35,26,2359,26.2,7,2,9,7,0,0,3,0,0.27,0.08,0.34,0.27,0.34
501,Alessio Castro-Montes,be BEL,MFDF,MF,Köln,de Bundesliga,28,1997,14,7,672,7.5,1,3,4,1,0,0,2,0,0.13,0.4,0.54,0.13,0.54
502,Jens Castrop,kr KOR,MF,MF,Gladbach,de Bundesliga,22,2003,26,20,1584,17.6,3,1,4,3,0,0,2,2,0.17,0.06,0.23,0.17,0.23
503,Danilo Cataldi,it ITA,MF,MF,Lazio,it Serie A,30,1994,27,24,1985,22.1,3,3,6,1,2,2,6,0,0.14,0.14,0.27,0.05,0.18
504,Catena,es ESP,DF,DF,Osasuna,es La Liga,30,1994,35,35,3071,34.1,3,2,5,3,0,0,11,1,0.09,0.06,0.15,0.09,0.15
505,Nicolò Cavuoti,it ITA,MF,MF,Cagliari,it Serie A,22,2003,4,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Santi Cazorla,es ESP,MF,MF,Oviedo,es La Liga,40,1984,28,6,940,10.4,0,1,1,0,0,0,2,1,0,0.1,0.1,0,0.1
507,Dani Ceballos,es ESP,MF,MF,Real Madrid,es La Liga,28,1996,16,4,486,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0
508,Federico Ceccherini,it ITA,DF,DF,Cremonese,it Serie A,33,1992,9,6,476,5.3,0,1,1,0,0,0,1,1,0,0.19,0.19,0,0.19
509,Abdoulie Ceesay,gm GAM,FW,FW,St Pauli,de Bundesliga,21,2004,20,0,336,3.7,3,0,3,3,0,0,4,0,0.8,0,0.8,0.8,0.8
510,Nidal Čelik,ba BIH,DF,DF,Lens,fr Ligue 1,19,2006,8,8,616,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0
511,Zeki Çelik,tr TUR,MFDF,MF,Roma,it Serie A,28,1997,34,32,2723,30.3,1,2,3,1,0,0,2,1,0.03,0.07,0.1,0.03,0.1
512,Fabien Centonze,fr FRA,MFDF,MF,Nantes,fr Ligue 1,29,1996,15,9,736,8.2,3,0,3,3,0,0,4,0,0.37,0,0.37,0.37,0.37
513,Lucas Cepeda,cl CHI,MF,MF,Elche,es La Liga,22,2002,10,4,402,4.5,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22
514,Václav Černý,cz CZE,FWMF,FW,Wolfsburg,de Bundesliga,27,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Jorge Cestero,es ESP,MF,MF,Real Madrid,es La Liga,19,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Julian Chabot,de GER,DF,DF,Stuttgart,de Bundesliga,27,1998,27,26,2294,25.5,0,0,0,0,0,0,3,0,0,0,0,0,0
517,El Chadaille Bitshiabu,fr FRA,DF,DF,RB Leipzig,de Bundesliga,20,2005,11,8,655,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Fares Chaïbi,dz ALG,MF,MF,Frankfurt,de Bundesliga,22,2002,28,21,1792,19.9,2,9,11,2,0,0,2,0,0.1,0.45,0.55,0.1,0.55
519,Ilyas Chaira,ma MAR,MFFW,MF,Oviedo,es La Liga,24,2001,36,30,2447,27.2,6,2,8,6,0,0,2,1,0.22,0.07,0.29,0.22,0.29
520,Trevoh Chalobah,eng ENG,DF,DF,Chelsea,eng Premier League,26,1999,34,31,2783,30.9,3,0,3,3,0,0,3,1,0.1,0,0.1,0.1,0.1
521,Fallou Cham,gm GAM,MF,MF,Hellas Verona,it Serie A,19,2006,6,3,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
522,Timothy Chandler,us USA,DFMF,DF,Frankfurt,de Bundesliga,35,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Brendan Chardonnet,fr FRA,DF,DF,Brest,fr Ligue 1,30,1994,29,29,2546,28.3,1,3,4,1,0,0,6,0,0.04,0.11,0.14,0.04,0.14
524,Pep Chavarría,es ESP,DF,DF,Rayo Vallecano,es La Liga,27,1998,33,29,2682,29.8,1,2,3,1,0,0,6,1,0.03,0.07,0.1,0.03,0.1
525,Arthur Chaves,br BRA,DF,DF,Hoffenheim,de Bundesliga,24,2001,4,2,240,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0
526,Arthur Chaves,br BRA,DF,DF,Augsburg,de Bundesliga,24,2001,11,9,829,9.2,2,0,2,2,0,0,1,0,0.22,0,0.22,0.22,0.22
527,Felipe Chávez,pe PER,MF,MF,Bayern Munich,de Bundesliga,18,2007,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Felipe Chávez,pe PER,MF,MF,Köln,de Bundesliga,18,2007,7,0,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Walid Cheddira,ma MAR,FW,FW,Sassuolo,it Serie A,27,1998,16,1,221,2.5,1,0,1,1,0,0,1,0,0.41,0,0.41,0.41,0.41
530,Walid Cheddira,ma MAR,FW,FW,Lecce,it Serie A,27,1998,17,11,1000,11.1,3,1,4,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36
531,Chema,es ESP,MF,MF,Stuttgart,de Bundesliga,20,2005,25,14,1310,14.6,3,0,3,3,0,0,5,0,0.21,0,0.21,0.21,0.21
532,Samir Chergui,dz ALG,DF,DF,Paris FC,fr Ligue 1,26,1999,15,13,1154,12.8,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08
533,Sidiki Cherif,fr FRA,FWMF,FW,Angers,fr Ligue 1,18,2006,19,14,1157,12.9,4,0,4,4,0,0,3,0,0.31,0,0.31,0.31,0.31
534,Rayan Cherki,fr FRA,MF,MF,Manchester City,eng Premier League,21,2003,33,19,1786,19.8,4,12,16,4,0,0,1,0,0.2,0.6,0.81,0.2,0.81
535,Lucas Chevalier,fr FRA,GK,GK,PSG,fr Ligue 1,23,2001,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Fabio Chiarodia,it ITA,DF,DF,Gladbach,de Bundesliga,20,2005,15,8,674,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0
537,Federico Chiesa,it ITA,MF,MF,Liverpool,eng Premier League,27,1997,26,1,339,3.8,2,1,3,2,0,0,3,0,0.53,0.27,0.8,0.53,0.8
538,Ben Chilwell,eng ENG,DFMF,DF,Strasbourg,fr Ligue 1,28,1996,20,19,1598,17.8,0,2,2,0,0,0,4,0,0,0.11,0.11,0,0.11
539,Tawanda Chirewa,zw ZIM,MF,MF,Wolves,eng Premier League,21,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Joris Chotard,fr FRA,MF,MF,Brest,fr Ligue 1,23,2001,33,31,2773,30.8,2,1,3,2,0,0,2,0,0.06,0.03,0.1,0.06,0.1
541,Andreas Christensen,dk DEN,DF,DF,Barcelona,es La Liga,29,1996,13,3,409,4.5,0,0,0,0,0,0,2,0,0,0,0,0,0
542,Oliver Christensen,dk DEN,GK,GK,Fiorentina,it Serie A,26,1999,1,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Ryan Christie,sct SCO,MF,MF,Bournemouth,eng Premier League,30,1995,26,9,994,11,2,0,2,2,0,0,3,1,0.18,0,0.18,0.18,0.18
544,Carney Chukwuemeka,at AUT,MFFW,MF,Dortmund,de Bundesliga,21,2003,28,8,919,10.2,2,0,2,2,0,0,2,0,0.2,0,0.2,0.2,0.2
545,Samuel Chukwueze,ng NGA,FWMF,FW,Milan,it Serie A,26,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Samuel Chukwueze,ng NGA,MF,MF,Fulham,eng Premier League,26,1999,23,10,1079,12,3,4,7,3,0,0,0,0,0.25,0.33,0.58,0.25,0.58
547,Víctor Chust,es ESP,DF,DF,Elche,es La Liga,25,2000,31,22,2166,24.1,1,0,1,1,0,0,8,1,0.04,0,0.04,0.04,0.04
548,Alessandro Circati,au AUS,DF,DF,Parma,it Serie A,21,2003,31,31,2664,29.6,1,0,1,1,0,0,6,0,0.03,0,0.03,0.03,0.03
549,Dennis Cirkin,lv LVA,DF,DF,Sunderland,eng Premier League,23,2002,8,3,323,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0
550,Pathé Ciss,sn SEN,MFDF,MF,Rayo Vallecano,es La Liga,31,1994,29,20,1999,22.2,2,1,3,2,0,0,9,2,0.09,0.05,0.14,0.09,0.14
551,Amadou Cissé,gn GUI,DF,DF,Strasbourg,fr Ligue 1,19,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Djaoui Cissé,fr FRA,MF,MF,Rennes,fr Ligue 1,21,2004,24,12,981,10.9,0,0,0,0,0,0,3,0,0,0,0,0,0
553,Mamoudou Cissokho,fr FRA,FW,FW,Auxerre,fr Ligue 1,17,2007,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Alexis Claude-Maurice,fr FRA,MFFW,MF,Augsburg,de Bundesliga,27,1998,29,25,2097,23.3,5,4,9,4,1,2,3,0,0.21,0.17,0.39,0.17,0.34
555,Jonathan Clauss,fr FRA,MFDF,MF,Nice,fr Ligue 1,32,1992,30,28,2530,28.1,1,6,7,1,0,0,0,0,0.04,0.21,0.25,0.04,0.25
556,Nathaniel Clyne,eng ENG,MFDF,MF,Crystal Palace,eng Premier League,34,1991,10,7,594,6.6,0,1,1,0,0,0,1,0,0,0.15,0.15,0,0.15
557,Matteo Cocchi,it ITA,DF,DF,Inter,it Serie A,18,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Saúl Coco,gq EQG,DF,DF,Torino,it Serie A,26,1999,35,35,3088,34.3,1,1,2,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06
559,Séamus Coleman,ie IRL,DF,DF,Everton,eng Premier League,36,1988,5,1,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Maxime Colin,fr FRA,DF,DF,Metz,fr Ligue 1,33,1991,22,18,1692,18.8,0,0,0,0,0,0,1,0,0,0,0,0,0
561,Nathan Collins,ie IRL,DF,DF,Brentford,eng Premier League,24,2001,35,32,2975,33.1,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09
562,Nnamdi Collins,de GER,DF,DF,Frankfurt,de Bundesliga,21,2004,23,16,1500,16.7,1,2,3,1,0,0,4,0,0.06,0.12,0.18,0.06,0.18
563,Michele Collocolo,it ITA,MF,MF,Cremonese,it Serie A,25,1999,8,5,362,4,0,0,0,0,0,0,1,0,0,0,0,0,0
564,Santiago Colombatto,ar ARG,MF,MF,Oviedo,es La Liga,28,1997,32,23,2064,22.9,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04
565,Lorenzo Colombo,it ITA,FW,FW,Genoa,it Serie A,23,2002,38,30,2326,25.8,7,1,8,6,1,2,2,0,0.27,0.04,0.31,0.23,0.27
566,Levi Colwill,eng ENG,DF,DF,Chelsea,eng Premier League,22,2003,3,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Eray Cömert,ch SUI,DF,DF,Valencia,es La Liga,27,1998,17,15,1337,14.9,2,1,3,2,0,0,3,1,0.13,0.07,0.2,0.13,0.2
568,Santi Comesaña,es ESP,MF,MF,Villarreal,es La Liga,28,1996,34,28,2407,26.7,3,6,9,3,0,0,5,1,0.11,0.22,0.34,0.11,0.34
569,Pietro Comuzzo,it ITA,DF,DF,Fiorentina,it Serie A,20,2005,27,18,1696,18.8,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05
570,Francisco Conceição,pt POR,MFFW,MF,Juventus,it Serie A,22,2002,31,27,2078,23.1,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35
571,Christian Conteh,de GER,MFFW,MF,Heidenheim,de Bundesliga,25,1999,9,4,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Sirlord Conteh,de GER,MFFW,MF,Heidenheim,de Bundesliga,29,1996,15,3,625,6.9,2,1,3,2,0,0,1,0,0.29,0.14,0.43,0.29,0.43
573,Nikita Contini,it ITA,GK,GK,Napoli,it Serie A,29,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Lewis Cook,eng ENG,MFDF,MF,Bournemouth,eng Premier League,28,1997,18,8,874,9.7,0,1,1,0,0,0,1,1,0,0.1,0.1,0,0.1
575,Copete,es ESP,DF,DF,Valencia,es La Liga,25,1999,21,19,1759,19.5,0,0,0,0,0,0,5,0,0,0,0,0,0
576,Diego Coppola,it ITA,DF,DF,Paris FC,fr Ligue 1,21,2003,13,13,1170,13,0,2,2,0,0,0,1,0,0,0.15,0.15,0,0.15
577,Diego Coppola,it ITA,DF,DF,Brighton,eng Premier League,21,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0
578,Francesco Coppola,it ITA,DF,DF,Pisa,it Serie A,20,2005,7,5,458,5.1,0,0,0,0,0,0,3,0,0,0,0,0,0
