Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90
2050,Diego Pampín,es ESP,DF,DF,Levante,es La Liga,25,2000,8,6,534,5.9,0,0,0,0,0,0,3,0,0,0,0,0,0
2051,Jahyann Pandore,fr FRA,MF,MF,Metz,fr Ligue 1,17,2007,4,0,88,1,1,0,1,1,0,0,0,0,1.02,0,1.02,1.02,1.02
2052,Joaquín Panichelli,ar ARG,FW,FW,Strasbourg,fr Ligue 1,22,2002,27,24,2193,24.4,16,1,17,11,5,6,3,0,0.66,0.04,0.7,0.45,0.49
2053,Leart Paqarada,xk KVX,DF,DF,Heidenheim,de Bundesliga,30,1994,1,1,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,Lucas Paquetá,br BRA,MFFW,MF,West Ham,eng Premier League,27,1997,18,18,1511,16.8,4,1,5,2,2,2,7,1,0.24,0.06,0.3,0.12,0.18
2055,Victor Parada,es ESP,DF,DF,Alavés,es La Liga,23,2002,30,25,2146,23.8,0,3,3,0,0,0,9,1,0,0.13,0.13,0,0.13
2056,Aitor Paredes,es ESP,DF,DF,Athletic Club,es La Liga,25,2000,19,18,1630,18.1,2,0,2,2,0,0,4,0,0.11,0,0.11,0.11,0.11
2057,Kevin Paredes,us USA,MF,MF,Wolfsburg,de Bundesliga,22,2003,6,1,164,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2058,Daniel Parejo,es ESP,MF,MF,Villarreal,es La Liga,36,1989,32,16,1392,15.5,1,0,1,0,1,1,3,0,0.06,0,0.06,0,0
2059,Fabiano Parisi,it ITA,MFFW,MF,Fiorentina,it Serie A,24,2000,23,18,1520,16.9,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12
2060,Thomas Partey,gh GHA,MF,MF,Villarreal,es La Liga,32,1993,25,8,934,10.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2061,Mario Pašalić,hr CRO,MF,MF,Atalanta,it Serie A,30,1995,33,21,1936,21.5,3,4,7,3,0,0,3,0,0.14,0.19,0.33,0.14,0.33
2062,Patric,es ESP,MFDF,MF,Lazio,it Serie A,32,1993,14,6,667,7.4,0,0,0,0,0,0,2,0,0,0,0,0,0
2063,Nathan Patterson,sct SCO,DF,DF,Everton,eng Premier League,23,2001,7,3,241,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,Benjamin Pavard,fr FRA,DF,DF,Marseille,fr Ligue 1,29,1996,27,22,1928,21.4,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14
2065,Benjamin Pavard,fr FRA,DF,DF,Inter,it Serie A,29,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,Aleksandar Pavlovic,de GER,MF,MF,Bayern Munich,de Bundesliga,21,2004,24,16,1462,16.2,3,1,4,3,0,0,2,0,0.18,0.06,0.25,0.18,0.25
2067,Strahinja Pavlović,rs SRB,DF,DF,Milan,it Serie A,24,2001,34,33,2869,31.9,5,1,6,5,0,0,4,0,0.16,0.03,0.19,0.16,0.19
2068,Leonardo Pavoletti,it ITA,FW,FW,Cagliari,it Serie A,36,1988,13,1,227,2.5,1,1,2,1,0,0,1,0,0.4,0.4,0.79,0.4,0.79
2069,Martín Payero,ar ARG,MF,MF,Cremonese,it Serie A,26,1998,25,16,1457,16.2,1,0,1,1,0,0,8,0,0.06,0,0.06,0.06,0.06
2070,Nicolás Paz,ar ARG,MF,MF,Como,it Serie A,20,2004,35,33,2878,32,12,6,18,12,0,2,5,0,0.38,0.19,0.56,0.38,0.56
2071,Myles Peart-Harris,eng ENG,MF,MF,Brentford,eng Premier League,22,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,Mads Pedersen,dk DEN,MF,MF,Augsburg,de Bundesliga,28,1996,7,1,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,Marcus Pedersen,no NOR,MFDF,MF,Torino,it Serie A,25,2000,29,23,2134,23.7,1,2,3,1,0,0,3,0,0.04,0.08,0.13,0.04,0.13
2074,Alfonso Pedraza,es ESP,DF,DF,Villarreal,es La Liga,29,1996,27,19,1689,18.8,1,3,4,1,0,0,8,0,0.05,0.16,0.21,0.05,0.21
2075,Pedri,es ESP,MF,MF,Barcelona,es La Liga,22,2002,29,23,2104,23.4,2,9,11,2,0,0,2,1,0.09,0.38,0.47,0.09,0.47
2076,Pedro,es ESP,FWMF,FW,Lazio,it Serie A,38,1987,29,9,982,10.9,5,2,7,3,2,2,4,0,0.46,0.18,0.64,0.27,0.46
2077,Zé Pedro Figueiredo,pt POR,DF,DF,Cagliari,it Serie A,28,1997,23,20,1699,18.9,0,1,1,0,0,0,6,0,0,0.05,0.05,0,0.05
2078,Adrià Pedrosa,es ESP,DFMF,DF,Elche,es La Liga,27,1998,26,8,1090,12.1,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17
2079,Adrià Pedrosa,es ESP,DFMF,DF,Sevilla,es La Liga,27,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,Dženan Pejčinović,de GER,FW,FW,Wolfsburg,de Bundesliga,20,2005,30,16,1460,16.2,8,0,8,8,0,0,1,0,0.49,0,0.49,0.49,0.49
2081,Lorenzo Pellegrini,it ITA,MF,MF,Roma,it Serie A,29,1996,24,20,1463,16.3,4,2,6,2,2,2,2,0,0.25,0.12,0.37,0.12,0.25
2082,Luca Pellegrini,it ITA,DF,DF,Lazio,it Serie A,26,1999,24,17,1469,16.3,1,0,1,1,0,0,8,0,0.06,0,0.06,0.06,0.06
2083,Mateo Pellegrino,ar ARG,FW,FW,Parma,it Serie A,24,2001,37,34,2984,33.2,9,1,10,8,1,1,5,0,0.27,0.03,0.3,0.24,0.27
2084,Timothee Pembele,fr FRA,MFDF,MF,Le Havre,fr Ligue 1,22,2002,14,2,381,4.2,0,0,0,0,0,0,1,0,0,0,0,0,0
2085,Faris Pemi Moumbagna,cm CMR,FW,FW,Cremonese,it Serie A,25,2000,5,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Iñaki Peña,es ESP,GK,GK,Elche,es La Liga,26,1999,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Mike Penders,be BEL,GK,GK,Strasbourg,fr Ligue 1,20,2005,33,33,2970,33,0,0,0,0,0,0,3,0,0,0,0,0,0
2088,Nicolas Pépé,ci CIV,MFFW,MF,Villarreal,es La Liga,30,1995,36,26,2393,26.6,8,8,16,7,1,1,4,0,0.3,0.3,0.6,0.26,0.56
2089,Kojo Peprah Oppong,gh GHA,DF,DF,Nice,fr Ligue 1,21,2004,29,28,2425,26.9,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04
2090,Peque,es ESP,MFFW,MF,Sevilla,es La Liga,22,2002,26,12,982,10.9,2,1,3,2,0,0,7,0,0.18,0.09,0.27,0.18,0.27
2091,Everton Pereira,fr FRA,MF,MF,Nice,fr Ligue 1,18,2007,3,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,Mathias Pereira Lage,pt POR,MFFW,MF,St Pauli,de Bundesliga,28,1996,28,25,2018,22.4,2,2,4,2,0,0,3,0,0.09,0.09,0.18,0.09,0.18
2093,Ángel Pérez,es ESP,MFDF,MF,Alavés,es La Liga,22,2002,16,14,1288,14.3,1,3,4,1,0,0,4,0,0.07,0.21,0.28,0.07,0.28
2094,Ayoze Pérez,es ESP,FW,FW,Villarreal,es La Liga,32,1993,25,12,1124,12.5,5,4,9,4,1,1,4,0,0.4,0.32,0.72,0.32,0.64
2095,Francisco Perez,es ESP,MFFW,MF,Rayo Vallecano,es La Liga,22,2002,29,12,1237,13.7,2,1,3,2,0,0,4,0,0.15,0.07,0.22,0.15,0.22
2096,Joselu Pérez,es ESP,DF,DF,Getafe,es La Liga,21,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Matías Pérez,cl CHI,DF,DF,Lecce,it Serie A,20,2005,1,1,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,Nacho Pérez,es ESP,DF,DF,Levante,es La Liga,16,2008,3,1,148,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2099,Simone Perilli,it ITA,GK,GK,Hellas Verona,it Serie A,30,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Mattia Perin,it ITA,GK,GK,Juventus,it Serie A,32,1992,9,9,765,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Romain Perraud,fr FRA,DF,DF,Lille,fr Ligue 1,27,1997,30,27,2241,24.9,3,4,7,3,0,0,4,1,0.12,0.16,0.28,0.12,0.28
2102,Lucas Perri,br BRA,GK,GK,Leeds United,eng Premier League,27,1997,16,16,1440,16,0,0,0,0,0,0,2,0,0,0,0,0,0
2103,Gaëtan Perrin,fr FRA,MFFW,MF,Lille,fr Ligue 1,29,1996,12,3,338,3.8,1,0,1,1,0,0,2,0,0.27,0,0.27,0.27,0.27
2104,Máximo Perrone,ar ARG,MF,MF,Como,it Serie A,22,2003,36,33,2742,30.5,3,4,7,3,0,0,8,0,0.1,0.13,0.23,0.1,0.23
2105,Massimo Pessina,it ITA,GK,GK,Bologna,it Serie A,17,2007,4,3,353,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,Prosper Peter,ng NGA,FW,FW,Angers,fr Ligue 1,17,2007,29,14,1273,14.1,5,0,5,5,0,0,0,0,0.35,0,0.35,0.35,0.35
2107,Léo Pétrot,fr FRA,DF,DF,Elche,es La Liga,28,1997,32,18,1572,17.5,0,0,0,0,0,0,2,1,0,0,0,0,0
2108,Đorđe Petrović,rs SRB,GK,GK,Bournemouth,eng Premier League,25,1999,38,38,3420,38,0,0,0,0,0,0,3,0,0,0,0,0,0
2109,Giuseppe Pezzella,it ITA,MFDF,MF,Cremonese,it Serie A,27,1997,31,30,2585,28.7,0,1,1,0,0,0,8,1,0,0.03,0.03,0,0.03
2110,Immanuel Pherai,sr SUR,FWMF,FW,Hamburger SV,de Bundesliga,24,2001,6,0,35,0.4,0,0,0,0,0,0,2,1,0,0,0,0,0
2111,Maximilian Philipp,de GER,FWMF,FW,Freiburg,de Bundesliga,31,1994,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Rayan Philippe,fr FRA,FWMF,FW,Hamburger SV,de Bundesliga,24,2000,28,13,1285,14.3,5,0,5,5,0,1,2,0,0.35,0,0.35,0.35,0.35
2113,Gabriele Piccinini,it ITA,MF,MF,Pisa,it Serie A,24,2001,25,5,875,9.7,0,0,0,0,0,0,3,0,0,0,0,0,0
2114,Roberto Piccoli,it ITA,FW,FW,Fiorentina,it Serie A,24,2001,32,16,1672,18.6,4,1,5,4,0,0,1,0,0.22,0.05,0.27,0.22,0.27
2115,Charles Pickel,cd COD,MF,MF,Espanyol,es La Liga,28,1997,24,4,707,7.9,1,0,1,1,0,0,4,2,0.13,0,0.13,0.13,0.13
2116,Jordan Pickford,eng ENG,GK,GK,Everton,eng Premier League,31,1994,38,38,3420,38,0,0,0,0,0,0,4,0,0,0,0,0,0
2117,Amos Pieper,de GER,DF,DF,Werder Bremen,de Bundesliga,27,1998,19,19,1502,16.7,0,0,0,0,0,0,4,0,0,0,0,0,0
2118,Marvin Pieringer,de GER,FWMF,FW,Heidenheim,de Bundesliga,25,1999,27,20,1650,18.3,4,1,5,3,1,1,2,0,0.22,0.05,0.27,0.16,0.22
2119,Nicholas Pierini,it ITA,FWMF,FW,Sassuolo,it Serie A,26,1998,11,0,142,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2120,Santiago Pierotti,ar ARG,MFFW,MF,Lecce,it Serie A,24,2001,37,31,2597,28.9,1,2,3,1,0,0,4,0,0.03,0.07,0.1,0.03,0.1
2121,Balthazar Pierret,fr FRA,MF,MF,Lecce,it Serie A,25,2000,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Andrea Pinamonti,it ITA,FW,FW,Sassuolo,it Serie A,26,1999,36,32,2552,28.4,9,3,12,9,0,1,2,1,0.32,0.11,0.42,0.32,0.42
2123,Thiago Pinar,es ESP,MF,MF,Real Madrid,es La Liga,17,2007,10,8,592,6.6,0,2,2,0,0,0,2,0,0,0.3,0.3,0,0.3
2124,Lander Pinillos,es ESP,MF,MF,Alavés,es La Liga,21,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,Ethan Pinnock,jm JAM,DF,DF,Brentford,eng Premier League,32,1993,4,4,318,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2126,Yéremy Pino,es ESP,MF,MF,Villarreal,es La Liga,22,2002,2,2,159,1.8,0,1,1,0,0,0,0,0,0,0.57,0.57,0,0.57
2127,Yéremy Pino,es ESP,MFFW,MF,Crystal Palace,eng Premier League,22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17
2128,Jakub Piotrowski,pl POL,MF,MF,Udinese,it Serie A,27,1997,33,20,1696,18.8,1,1,2,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11
2129,Joël Piroe,sr SUR,FW,FW,Leeds United,eng Premier League,25,1999,16,2,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,Niccolò Pisilli,it ITA,MF,MF,Roma,it Serie A,20,2004,25,13,1295,14.4,2,4,6,2,0,0,3,0,0.14,0.28,0.42,0.14,0.42
2131,Damián Pizarro,cl CHI,FW,FW,Le Havre,fr Ligue 1,20,2005,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,Tommaso Pobega,it ITA,MF,MF,Bologna,it Serie A,26,1999,26,17,1434,15.9,3,1,4,3,0,0,2,1,0.19,0.06,0.25,0.19,0.25
2133,Paul Pogba,fr FRA,MF,MF,Monaco,fr Ligue 1,32,1993,6,1,119,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,Ernest Poku,nl NED,MF,MF,Leverkusen,de Bundesliga,21,2004,29,16,1482,16.5,5,5,10,5,0,0,0,0,0.3,0.3,0.61,0.3,0.61
2135,Matteo Politano,it ITA,MFFW,MF,Napoli,it Serie A,31,1993,34,26,2200,24.4,2,5,7,2,0,0,4,0,0.08,0.2,0.29,0.08,0.29
2136,Oumar Pona,fr FRA,GK,GK,Angers,fr Ligue 1,19,2006,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2137,Marin Pongračić,hr CRO,DF,DF,Fiorentina,it Serie A,27,1997,35,33,2918,32.4,0,0,0,0,0,0,12,0,0,0,0,0,0
2138,Nick Pope,eng ENG,GK,GK,Newcastle,eng Premier League,33,1992,27,27,2416,26.8,0,0,0,0,0,0,2,0,0,0,0,0,0
2139,Pedro Porro,es ESP,DF,DF,Tottenham,eng Premier League,25,1999,34,32,2796,31.1,1,2,3,1,0,0,10,0,0.03,0.06,0.1,0.03,0.1
2140,Portu,es ESP,FWMF,FW,Girona,es La Liga,33,1992,10,4,474,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0
2141,Stefan Posch,at AUT,DF,DF,Como,it Serie A,28,1997,14,3,393,4.4,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23
2142,Stefan Posch,at AUT,DF,DF,Mainz 05,de Bundesliga,28,1997,16,16,1395,15.5,0,0,0,0,0,0,4,0,0,0,0,0,0
2143,Freddie Potts,eng ENG,MF,MF,West Ham,eng Premier League,21,2003,22,12,1171,13,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08
2144,Kacper Potulski,pl POL,DF,DF,Mainz 05,de Bundesliga,17,2007,15,9,1065,11.8,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08
2145,Yussuf Poulsen,dk DEN,FW,FW,Hamburger SV,de Bundesliga,31,1994,15,1,334,3.7,1,0,1,1,0,0,4,0,0.27,0,0.27,0.27,0.27
2146,Beñat Prados,es ESP,MF,MF,Athletic Club,es La Liga,24,2001,2,1,85,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2147,Alexander Prass,at AUT,MF,MF,Hoffenheim,de Bundesliga,24,2001,32,12,1308,14.5,3,2,5,3,0,0,4,0,0.21,0.14,0.34,0.21,0.34
2148,Matteo Prati,it ITA,MF,MF,Torino,it Serie A,21,2003,13,7,614,6.8,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15
2149,Matteo Prati,it ITA,MF,MF,Cagliari,it Serie A,21,2003,20,15,1268,14.1,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07
2150,Abdón Prats,es ESP,FW,FW,Mallorca,es La Liga,32,1992,15,0,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,Grischa Prömel,de GER,MF,MF,Hoffenheim,de Bundesliga,30,1995,33,16,1758,19.5,7,2,9,7,0,0,5,0,0.36,0.1,0.46,0.36,0.46
2152,Ivan Provedel,it ITA,GK,GK,Lazio,it Serie A,31,1994,27,27,2430,27,0,0,0,0,0,0,1,0,0,0,0,0,0
2153,Adrian Przyborek,pl POL,MF,MF,Lazio,it Serie A,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,Javi Puado,es ESP,MFFW,MF,Espanyol,es La Liga,27,1998,10,8,674,7.5,2,0,2,1,1,2,2,0,0.27,0,0.27,0.13,0.13
2155,Marc Pubill,es ESP,DF,DF,Atlético Madrid,es La Liga,22,2003,19,15,1381,15.3,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13
2156,Cameron Puertas,ch SUI,MF,MF,Werder Bremen,de Bundesliga,26,1998,28,22,1846,20.5,1,2,3,1,0,0,6,0,0.05,0.1,0.15,0.05,0.15
2157,Christian Pulisic,us USA,FW,FW,Milan,it Serie A,26,1998,30,18,1609,17.9,8,4,12,8,0,1,0,0,0.45,0.22,0.67,0.45,0.67
2158,Aleksa Puric,rs SRB,DF,DF,Atlético Madrid,es La Liga,22,2003,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,Arkadiusz Pyrka,pl POL,MF,MF,St Pauli,de Bundesliga,22,2002,31,30,2576,28.6,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03
2160,Jarell Quansah,eng ENG,DF,DF,Leverkusen,de Bundesliga,22,2003,28,25,2299,25.5,4,0,4,4,0,0,9,0,0.16,0,0.16,0.16,0.16
2161,Leopold Querfeld,at AUT,DF,DF,Union Berlin,de Bundesliga,21,2003,31,30,2705,30.1,3,0,3,1,2,3,7,0,0.1,0,0.1,0.03,0.03
2162,Kenny Quetant,fr FRA,FW,FW,Le Havre,fr Ligue 1,19,2006,9,4,372,4.1,1,0,1,1,0,0,1,0,0.24,0,0.24,0.24,0.24
2163,Matheo Raab,de GER,GK,GK,Union Berlin,de Bundesliga,26,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,Dani Raba,es ESP,FW,FW,Valencia,es La Liga,29,1995,13,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33
2165,Adrien Rabiot,fr FRA,MF,MF,Marseille,fr Ligue 1,30,1995,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2166,Adrien Rabiot,fr FRA,MF,MF,Milan,it Serie A,30,1995,29,28,2550,28.3,6,4,10,6,0,0,6,1,0.21,0.14,0.35,0.21,0.35
2167,Uroš Radaković,rs SRB,DF,DF,Nantes,fr Ligue 1,31,1994,6,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,Ionuț Radu,ro ROU,GK,GK,Celta Vigo,es La Liga,28,1997,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0
2169,Ugo Raghouber,fr FRA,MF,MF,Levante,es La Liga,22,2003,16,8,706,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0
2170,Ugo Raghouber,fr FRA,MF,MF,Lille,fr Ligue 1,22,2003,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,Antonio Raillo,es ESP,DF,DF,Mallorca,es La Liga,33,1991,24,23,2070,23,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04
2172,Ylber Ramadani,al ALB,MF,MF,Lecce,it Serie A,29,1996,37,37,3203,35.6,1,0,1,1,0,0,10,0,0.03,0,0.03,0.03,0.03
2173,Diant Ramaj,de GER,GK,GK,Heidenheim,de Bundesliga,23,2001,31,31,2790,31,0,1,1,0,0,0,2,0,0,0.03,0.03,0,0.03
2174,Largie Ramazani,be BEL,MFFW,MF,Valencia,es La Liga,24,2001,27,11,1234,13.7,6,1,7,3,3,3,4,0,0.44,0.07,0.51,0.22,0.29
2175,Jacobo Ramón,es ESP,DF,DF,Como,it Serie A,20,2005,32,30,2742,30.5,2,0,2,2,0,0,11,1,0.07,0,0.07,0.07,0.07
2176,Gonçalo Ramos,pt POR,FW,FW,PSG,fr Ligue 1,24,2001,30,13,1318,14.6,6,1,7,5,1,2,4,1,0.41,0.07,0.48,0.34,0.41
2177,Guilherme Ramos,pt POR,DF,DF,Hamburger SV,de Bundesliga,27,1997,8,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,Aaron Ramsdale,eng ENG,GK,GK,Newcastle,eng Premier League,27,1998,12,11,1004,11.2,0,0,0,0,0,0,2,0,0,0,0,0,0
2179,Jacob Ramsey,eng ENG,MF,MF,Newcastle,eng Premier League,24,2001,28,15,1450,16.1,2,3,5,2,0,0,5,1,0.12,0.19,0.31,0.12,0.31
2180,Luca Ranieri,it ITA,DF,DF,Fiorentina,it Serie A,26,1999,34,29,2458,27.3,1,0,1,1,0,0,8,1,0.04,0,0.04,0.04,0.04
2181,Grant Ranos,am ARM,FW,FW,Gladbach,de Bundesliga,22,2003,8,0,119,1.3,1,0,1,1,0,0,1,0,0.76,0,0.76,0.76,0.76
2182,Lilian Raolisoa,fr FRA,MFDF,MF,Angers,fr Ligue 1,25,2000,32,21,1966,21.8,2,4,6,2,0,0,3,0,0.09,0.18,0.27,0.09,0.27
2183,Raphinha,br BRA,MFFW,MF,Barcelona,es La Liga,28,1996,22,18,1380,15.3,13,3,16,10,3,3,5,0,0.85,0.2,1.04,0.65,0.85
2184,Marcus Rashford,eng ENG,MFFW,MF,Barcelona,es La Liga,27,1997,32,18,1763,19.6,8,7,15,8,0,0,3,0,0.41,0.36,0.77,0.41,0.77
2185,Mathias Rasmussen,no NOR,MF,MF,St Pauli,de Bundesliga,27,1997,13,8,694,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,Giacomo Raspadori,it ITA,MFFW,MF,Atalanta,it Serie A,25,2000,13,7,796,8.8,3,1,4,3,0,0,0,0,0.34,0.11,0.45,0.34,0.45
2187,Giacomo Raspadori,it ITA,FW,FW,Atlético Madrid,es La Liga,25,2000,12,1,236,2.6,0,1,1,0,0,0,1,0,0,0.38,0.38,0,0.38
2188,Othniel Raterink,nl NED,DF,DF,Cagliari,it Serie A,19,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,Andrei Ratiu,ro ROU,DF,DF,Rayo Vallecano,es La Liga,27,1998,35,31,2807,31.2,0,4,4,0,0,0,9,0,0,0.13,0.13,0,0.13
2190,Petar Ratkov,rs SRB,FW,FW,Lazio,it Serie A,21,2003,8,2,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,Raúl,es ESP,FW,FW,Osasuna,es La Liga,24,2000,36,6,1041,11.6,7,1,8,7,0,0,2,1,0.61,0.09,0.69,0.61,0.69
2192,David Raum,de GER,DF,DF,RB Leipzig,de Bundesliga,27,1998,30,29,2553,28.4,3,7,10,2,1,1,6,0,0.11,0.25,0.35,0.07,0.32
2193,Federico Ravaglia,it ITA,GK,GK,Bologna,it Serie A,25,1999,17,16,1470,16.3,0,0,0,0,0,0,4,0,0,0,0,0,0
2194,David Raya,es ESP,GK,GK,Arsenal,eng Premier League,29,1995,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0,0,0
2195,Rayan,br BRA,MF,MF,Bournemouth,eng Premier League,18,2006,15,13,1111,12.3,5,2,7,5,0,0,1,0,0.41,0.16,0.57,0.41,0.57
2196,Abde Rebbach,dz ALG,MFDF,MF,Alavés,es La Liga,26,1998,30,15,1496,16.6,1,4,5,1,0,0,8,0,0.06,0.24,0.3,0.06,0.3
2197,Federico Redondo,ar ARG,MF,MF,Elche,es La Liga,22,2003,11,1,179,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2198,Harrison Reed,eng ENG,MF,MF,Fulham,eng Premier League,30,1995,7,1,94,1,1,0,1,1,0,0,0,0,0.96,0,0.96,0.96,0.96
2199,Luca Reggiani,it ITA,DF,DF,Dortmund,de Bundesliga,17,2008,8,6,511,5.7,1,0,1,1,0,0,2,0,0.18,0,0.18,0.18,0.18
2200,Alejandro Rego,es ESP,MF,MF,Athletic Club,es La Liga,22,2003,29,11,1279,14.2,1,1,2,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14
2201,Tijjani Reijnders,nl NED,MF,MF,Manchester City,eng Premier League,27,1998,28,19,1631,18.1,5,2,7,5,0,0,2,0,0.28,0.11,0.39,0.28,0.39
2202,Alberto Reina,es ESP,MF,MF,Oviedo,es La Liga,27,1997,37,31,2462,27.4,4,1,5,4,0,0,6,1,0.15,0.04,0.18,0.15,0.18
2203,Vitor Reis,br BRA,DF,DF,Girona,es La Liga,19,2006,36,35,3138,34.9,1,1,2,1,0,0,9,1,0.03,0.03,0.06,0.03,0.06
2204,Rocco Reitz,de GER,MF,MF,Gladbach,de Bundesliga,23,2002,31,31,2627,29.2,0,4,4,0,0,0,8,1,0,0.14,0.14,0,0.14
2205,Nicolai Remberg,de GER,MF,MF,Hamburger SV,de Bundesliga,25,2000,32,32,2880,32,0,2,2,0,0,0,11,0,0,0.06,0.06,0,0.06
2206,Álex Remiro,es ESP,GK,GK,Real Sociedad,es La Liga,30,1995,37,37,3330,37,0,0,0,0,0,0,1,0,0,0,0,0,0
2207,Devyne Rensch,nl NED,MF,MF,Roma,it Serie A,22,2003,24,12,1184,13.2,1,4,5,1,0,0,1,0,0.08,0.3,0.38,0.08,0.38
2208,Guillaume Restes,fr FRA,GK,GK,Toulouse,fr Ligue 1,20,2005,33,33,2939,32.7,0,0,0,0,0,0,3,0,0,0,0,0,0
2209,Elvis Rexhbeçaj,xk KVX,MF,MF,Augsburg,de Bundesliga,27,1997,26,10,1118,12.4,2,0,2,2,0,0,4,0,0.16,0,0.16,0.16,0.16
2210,Oriol Rey,es ESP,MF,MF,Levante,es La Liga,27,1998,20,14,1319,14.7,0,1,1,0,0,0,4,0,0,0.07,0.07,0,0.07
2211,Gio Reyna,us USA,MF,MF,Gladbach,de Bundesliga,22,2002,19,4,520,5.8,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17
2212,Chadi Riad,ma MAR,DF,DF,Crystal Palace,eng Premier League,22,2003,9,6,552,6.1,0,1,1,0,0,0,2,0,0,0.16,0.16,0,0.16
2213,Alexsandro Ribeiro,br BRA,DF,DF,Lille,fr Ligue 1,25,1999,9,7,509,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0
2214,Rodrigo Ribeiro,pt POR,FW,FW,Augsburg,de Bundesliga,20,2005,14,6,636,7.1,2,0,2,2,0,0,1,0,0.28,0,0.28,0.28,0.28
2215,Samuele Ricci,it ITA,MF,MF,Milan,it Serie A,23,2001,31,11,1312,14.6,1,4,5,1,0,0,3,0,0.07,0.27,0.34,0.07,0.34
