Rk,Player,Nation,Pos,Primary_Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
122,Miguel Ángel Sierra,es ESP,FW,FW,Sevilla,es La Liga,21,2004,0.7,0,0,0,1,3,0,4,0,1,0
123,Angeliño,es ESP,MF,MF,Roma,it Serie A,28,1997,4.6,2,0,0,5,2,0,18,3,7,0
124,Samuele Angori,it ITA,MF,MF,Pisa,it Serie A,21,2003,28.9,2,0,0,17,54,3,165,23,25,0
125,Frank Anguissa,cm CMR,MF,MF,Napoli,it Serie A,29,1995,14,1,0,0,18,18,0,15,13,14,0
126,Nilson Angulo,ec ECU,MF,MF,Sunderland,eng Premier League,22,2003,4.5,1,0,0,11,3,1,7,5,7,0
127,Faustino Anjorin,eng ENG,MF,MF,Torino,it Serie A,23,2001,3.2,1,0,0,8,1,1,1,7,5,0
128,Ilyas Ansah,de GER,MFFW,MF,Union Berlin,de Bundesliga,20,2004,21,1,0,0,21,43,9,19,4,9,0
129,Aaron Anselmino,ar ARG,DF,DF,Dortmund,de Bundesliga,20,2005,4.1,0,0,0,6,3,0,2,7,8,0
130,Aaron Anselmino,ar ARG,DF,DF,Strasbourg,fr Ligue 1,20,2005,0.2,0,0,0,0,0,0,0,1,0,0
131,Andrés Antañón,es ESP,FW,FW,Celta Vigo,es La Liga,18,2007,0.7,0,0,0,1,0,0,0,0,0,0
132,Jaidon Anthony,eng ENG,MF,MF,Burnley,eng Premier League,25,1999,30.2,4,0,0,27,47,9,80,16,21,0
133,Waldemar Anton,de GER,DF,DF,Dortmund,de Bundesliga,29,1996,32,3,0,0,26,16,0,12,33,42,0
134,Kyllian Antonio,fr FRA,DF,DF,Lens,fr Ligue 1,17,2008,2.1,1,0,0,1,4,0,2,5,4,0
135,Antoniu,es ESP,MF,MF,Espanyol,es La Liga,22,2002,3.2,2,0,0,10,8,0,6,2,4,0
136,Antony,br BRA,MFFW,MF,Real Betis,es La Liga,25,2000,27.2,6,1,0,20,44,2,66,22,23,0
137,Youssef El-Arabi,ma MAR,FW,FW,Nantes,fr Ligue 1,38,1987,10.5,0,0,0,22,23,10,2,4,9,0
138,Mauro Arambarri,uy URU,MF,MF,Getafe,es La Liga,29,1995,36.1,6,0,0,60,67,4,19,21,43,0
139,Jon Aramburu,ve VEN,DF,DF,Real Sociedad,es La Liga,23,2002,30.8,11,0,0,69,45,3,48,47,66,0
140,Juan Arango,ve VEN,MF,MF,Girona,es La Liga,19,2006,0.2,1,0,0,1,0,0,0,0,0,0
141,Ronald Araújo,uy URU,DF,DF,Barcelona,es La Liga,26,1999,11.9,2,0,0,17,3,0,6,10,15,0
142,Carlens Arcus,ht HAI,DF,DF,Angers,fr Ligue 1,29,1996,22.7,7,0,0,33,16,0,38,29,29,0
143,Antonio Arena,it ITA,FW,FW,Roma,it Serie A,16,2009,0.3,0,0,0,0,0,1,0,0,0,0
144,Alphonse Areola,fr FRA,GK,GK,West Ham,eng Premier League,32,1993,20,0,0,0,1,1,0,0,1,0,0
145,Jesús Areso,es ESP,DF,DF,Athletic Club,es La Liga,26,1999,16.7,3,0,0,19,7,1,86,20,16,0
146,Jeremy Arévalo,ec ECU,FW,FW,Stuttgart,de Bundesliga,20,2005,0.4,0,0,0,0,3,0,0,0,0,0
147,Paul Argney,fr FRA,GK,GK,Le Havre,fr Ligue 1,19,2006,1,0,0,0,0,0,0,0,0,0,0
148,Iñigo Arguibide,es ESP,DF,DF,Osasuna,es La Liga,20,2005,2.1,0,1,0,3,0,0,5,1,3,0
149,Jhon Arias,co COL,FWMF,FW,Wolves,eng Premier League,27,1997,12.5,1,0,0,26,9,3,30,7,27,0
150,Juan Arizala,co COL,MF,MF,Udinese,it Serie A,19,2005,2.1,0,0,0,1,1,0,6,1,3,0
151,Adam Armstrong,eng ENG,FWMF,FW,Wolves,eng Premier League,28,1997,12.7,3,0,0,12,3,5,5,1,4,0
152,Harrison Armstrong,eng ENG,MF,MF,Everton,eng Premier League,18,2007,5.9,0,0,0,6,15,2,3,4,10,0
153,Maximilian Arnold,de GER,MF,MF,Wolfsburg,de Bundesliga,31,1994,20.7,5,0,0,17,26,0,81,24,15,0
154,Tolu Arokodare,ng NGA,FW,FW,Wolves,eng Premier League,24,2000,15.8,1,0,0,18,17,6,0,5,4,0
155,Love Arrhov,se SWE,MF,MF,Frankfurt,de Bundesliga,17,2008,0.7,1,0,0,2,1,0,0,0,2,0
156,Kervin Arriaga,hn HON,MF,MF,Levante,es La Liga,27,1998,17,8,1,1,22,22,1,5,14,26,0
157,Kepa Arrizabalaga,es ESP,GK,GK,Arsenal,eng Premier League,30,1994,1,0,0,0,0,0,0,0,0,0,0
158,Arthur,br BRA,MF,MF,Leverkusen,de Bundesliga,22,2003,12.6,3,0,0,19,10,3,33,18,12,0
159,Takuma Asano,jp JPN,MFFW,MF,Mallorca,es La Liga,30,1994,7.4,2,0,0,9,10,8,14,1,10,0
160,Raúl Asencio,es ESP,DF,DF,Real Madrid,es La Liga,22,2003,19,4,0,0,17,23,0,1,10,12,0
161,Fisnik Asllani,xk KVX,FWMF,FW,Hoffenheim,de Bundesliga,22,2002,25.9,2,0,0,26,37,14,10,5,7,0
162,Kristjan Asllani,al ALB,MF,MF,Torino,it Serie A,23,2002,12.5,3,0,0,7,14,0,52,12,14,0
163,Joel Asoro,se SWE,FW,FW,Metz,fr Ligue 1,26,1999,2.5,0,0,0,2,1,2,1,0,0,0
164,Iago Aspas,es ESP,FWMF,FW,Celta Vigo,es La Liga,37,1987,12.7,4,0,0,5,17,0,24,12,11,0
165,Yaser Asprilla,co COL,FWMF,FW,Girona,es La Liga,21,2003,6.8,0,0,0,11,8,5,36,5,4,0
166,Lorenz Assignon,tg TOG,DFMF,DF,Stuttgart,de Bundesliga,25,2000,12.2,3,1,0,19,7,1,40,15,15,0
167,Dehmaine Assoumani,fr FRA,MF,MF,Nantes,fr Ligue 1,20,2005,14.2,5,0,0,23,20,0,88,16,18,0
168,Lander Astiazaran,es ESP,MF,MF,Real Sociedad,es La Liga,19,2006,0,0,0,0,0,0,0,0,1,0,0
169,Otavio Ataide,br BRA,DF,DF,Paris FC,fr Ligue 1,23,2002,21.1,6,1,0,24,33,1,6,27,29,0
170,Zachary Athekame,ch SUI,MFDF,MF,Milan,it Serie A,20,2004,9.3,3,0,0,16,12,2,46,4,8,0
171,Arthur Atta,fr FRA,MF,MF,Udinese,it Serie A,22,2003,28.4,3,0,0,23,32,8,56,23,17,0
172,Noah Atubolu,de GER,GK,GK,Freiburg,de Bundesliga,23,2002,34,1,0,0,0,6,0,0,1,0,0
173,Pierre-Emerick Aubameyang,ga GAB,FW,FW,Marseille,fr Ligue 1,36,1989,22.7,1,0,0,19,16,9,30,7,6,0
174,Emil Audero,id IDN,GK,GK,Cremonese,it Serie A,28,1997,34,0,0,0,0,6,0,0,0,0,0
175,Carlos Augusto,br BRA,MFDF,MF,Inter,it Serie A,26,1999,19.6,6,0,0,26,13,0,46,19,22,0
176,Yann Aurel Bisseck,de GER,DF,DF,Inter,it Serie A,24,2000,21.4,2,0,0,21,16,3,12,23,18,0
177,Leon Avdullahu,xk KVX,MF,MF,Hoffenheim,de Bundesliga,21,2004,31.5,5,0,0,27,12,1,15,33,30,0
178,Ezequiel Ávila,ar ARG,FW,FW,Real Betis,es La Liga,31,1994,4.2,3,0,0,6,8,2,14,5,3,0
179,Arthur Avom,cm CMR,MF,MF,Lorient,fr Ligue 1,20,2004,23.5,3,0,0,23,38,0,45,28,31,1
180,Chidozie Awaziem,ng NGA,DF,DF,Nantes,fr Ligue 1,28,1997,24.8,7,0,0,23,21,1,2,20,20,1
181,Taiwo Awoniyi,ng NGA,FW,FW,Nottingham,eng Premier League,27,1997,5.5,2,0,0,10,7,6,1,1,1,0
182,Yasin Ayari,se SWE,MF,MF,Brighton,eng Premier League,21,2003,21.4,1,0,0,24,28,0,24,26,25,0
183,Neil El Aynaoui,ma MAR,MF,MF,Roma,it Serie A,24,2001,11.1,5,0,0,23,10,2,17,18,10,0
184,Ilyas Azizi,fr FRA,FW,FW,Toulouse,fr Ligue 1,17,2008,0.3,0,0,0,0,0,0,2,0,1,0
185,César Azpilicueta,es ESP,DF,DF,Sevilla,es La Liga,35,1989,13.5,4,0,0,24,9,1,12,22,19,0
186,Oussama El Azzouzi,ma MAR,MFDF,MF,Auxerre,fr Ligue 1,24,2001,9,1,1,0,18,8,0,0,16,15,0
187,Mio Backhaus,de GER,GK,GK,Werder Bremen,de Bundesliga,21,2004,32,1,0,0,0,13,0,0,0,0,1
188,Loïc Bade,fr FRA,DF,DF,Leverkusen,de Bundesliga,25,2000,18.4,4,0,0,11,4,0,4,21,19,1
189,Benoît Badiashile,fr FRA,DF,DF,Chelsea,eng Premier League,24,2001,5.2,2,0,0,6,2,0,0,9,5,0
190,Álex Baena,es ESP,MFFW,MF,Atlético Madrid,es La Liga,24,2001,17.3,5,0,0,26,29,9,117,16,11,0
191,Samson Baidoo,at AUT,DF,DF,Lens,fr Ligue 1,21,2004,20.3,2,0,0,20,5,1,0,25,23,0
192,Leon Bailey,jm JAM,MF,MF,Aston Villa,eng Premier League,27,1997,5.1,1,0,0,6,5,1,19,4,6,0
193,Leon Bailey,jm JAM,FW,FW,Roma,it Serie A,27,1997,2.1,0,0,0,2,1,1,14,0,0,0
194,Eric Bailly,ci CIV,DF,DF,Oviedo,es La Liga,31,1994,13.7,3,0,0,13,7,0,1,17,10,0
195,Theo Bair,ca CAN,FW,FW,Auxerre,fr Ligue 1,25,1999,0.1,0,0,0,0,0,0,0,0,0,0
196,Cédric Bakambu,cd COD,FW,FW,Real Betis,es La Liga,34,1991,6.3,1,0,0,11,9,10,2,2,2,0
197,Johan Bakayoko,be BEL,FWMF,FW,RB Leipzig,de Bundesliga,22,2003,8.6,1,0,0,12,11,3,15,2,3,0
198,Mitchel Bakker,nl NED,DFMF,DF,Atalanta,it Serie A,25,2000,0.1,0,0,0,0,0,0,0,0,0,0
199,Darryl Bakola,fr FRA,MF,MF,Marseille,fr Ligue 1,17,2007,0.8,0,0,0,4,4,0,1,0,1,0
200,Darryl Bakola,fr FRA,MF,MF,Sassuolo,it Serie A,17,2007,1.4,0,0,0,2,3,0,3,1,1,0
201,Ridle Baku,de GER,DF,DF,RB Leipzig,de Bundesliga,27,1998,27.8,4,0,0,23,22,4,59,31,40,0
202,Dilane Bakwa,fr FRA,FWMF,FW,Strasbourg,fr Ligue 1,22,2002,1.2,0,0,0,0,4,0,8,1,1,0
203,Dilane Bakwa,fr FRA,MF,MF,Nottingham,eng Premier League,22,2002,6.1,1,0,0,9,14,0,38,0,3,0
204,Luís Balbo,ve VEN,DF,DF,Fiorentina,it Serie A,19,2006,2.4,0,0,0,2,6,0,5,1,5,0
205,Tommaso Baldanzi,it ITA,MF,MF,Genoa,it Serie A,22,2003,4.4,0,0,0,2,6,0,7,3,6,0
206,Tommaso Baldanzi,it ITA,FWMF,FW,Roma,it Serie A,22,2003,4.3,2,0,0,8,18,2,9,3,1,0
207,Alejandro Balde,es ESP,DF,DF,Barcelona,es La Liga,21,2003,20.8,2,0,0,14,25,4,25,6,21,0
208,Fabio Baldé,pt POR,FWMF,FW,Hamburger SV,de Bundesliga,20,2005,5,1,0,0,4,2,0,16,1,7,0
209,Carlos Baleba,cm CMR,MF,MF,Brighton,eng Premier League,21,2004,18.4,5,0,0,31,24,0,0,28,21,0
210,Leonardo Balerdi,ar ARG,DF,DF,Marseille,fr Ligue 1,26,1999,22.2,5,0,0,23,21,0,2,27,28,0
211,Daniel Ballard,nir NIR,DF,DF,Sunderland,eng Premier League,25,1999,23.9,4,1,0,29,29,3,1,20,17,0
212,Carlos Ballestero,es ESP,DF,DF,Alavés,es La Liga,21,2004,0,0,0,0,0,0,0,0,0,0,0
213,Iván Balliu,al ALB,DF,DF,Rayo Vallecano,es La Liga,33,1992,6.5,2,0,0,9,5,0,9,9,9,0
214,Fodé Ballo-Touré,sn SEN,DFMF,DF,Metz,fr Ligue 1,28,1997,9.3,2,0,0,13,18,1,16,5,16,0
215,Folarin Balogun,us USA,FW,FW,Monaco,fr Ligue 1,24,2001,24.8,4,1,0,44,37,17,14,4,6,0
216,Abdoulaye Bamba,ci CIV,DF,DF,Angers,fr Ligue 1,35,1990,2.8,1,0,0,3,5,0,1,6,6,0
217,Aladji Bamba,fr FRA,MF,MF,Monaco,fr Ligue 1,19,2006,9.1,2,0,0,23,18,0,4,8,20,0
218,Mohamed Bamba,ci CIV,FW,FW,Lorient,fr Ligue 1,23,2001,7.6,3,0,0,17,8,12,3,2,2,0
219,Lameck Banda,zm ZAM,MFFW,MF,Lecce,it Serie A,24,2001,19.5,6,1,0,44,49,3,90,7,17,0
220,Noahkai Banks,us USA,DF,DF,Augsburg,de Bundesliga,18,2006,19.2,8,0,0,29,18,3,4,18,29,0
221,Ezechiel Banzuzi,nl NED,MF,MF,RB Leipzig,de Bundesliga,20,2005,6.6,3,0,0,14,7,0,5,6,10,0
222,Tommaso Barbieri,it ITA,MF,MF,Cremonese,it Serie A,22,2002,19,8,0,0,40,26,1,78,14,26,0
223,Valentín Barco,ar ARG,MF,MF,Strasbourg,fr Ligue 1,21,2004,24.1,5,1,0,24,61,2,103,14,33,0
224,Bradley Barcola,fr FRA,FW,FW,PSG,fr Ligue 1,22,2002,19.4,2,0,0,20,10,6,26,12,16,0
225,Melvin Bard,fr FRA,DFMF,DF,Nice,fr Ligue 1,24,2000,26.6,4,0,0,26,27,3,77,41,29,0
226,Roony Bardghji,se SWE,MFFW,MF,Barcelona,es La Liga,19,2005,7.2,0,0,0,7,8,0,54,2,4,0
227,Nicolò Barella,it ITA,MF,MF,Inter,it Serie A,28,1997,28,7,0,0,33,22,4,102,9,31,0
228,Kike Barja,es ESP,MF,MF,Osasuna,es La Liga,28,1997,5,3,0,0,11,11,1,66,3,2,0
229,Ross Barkley,eng ENG,MF,MF,Aston Villa,eng Premier League,31,1993,9.5,1,0,0,9,8,0,0,2,11,0
230,Ashley Barnes,eng ENG,FWMF,FW,Burnley,eng Premier League,35,1989,0.5,2,0,0,2,2,2,0,0,0,0
231,Harvey Barnes,eng ENG,FWMF,FW,Newcastle,eng Premier League,27,1997,21.8,1,0,0,17,23,3,74,3,5,0
232,Ander Barrenetxea,es ESP,MF,MF,Real Sociedad,es La Liga,23,2001,19.6,5,0,0,37,30,5,72,17,18,0
233,Pablo Barrios,es ESP,MF,MF,Atlético Madrid,es La Liga,22,2003,18.5,0,0,0,12,23,0,30,26,16,0
234,Thierno Barry,fr FRA,FW,FW,Everton,eng Premier League,22,2002,21.3,3,0,0,46,8,13,4,5,4,0
235,Davide Bartesaghi,it ITA,MFDF,MF,Milan,it Serie A,19,2005,27.1,3,0,0,18,14,4,139,15,35,1
236,Marc Bartra,es ESP,DF,DF,Real Betis,es La Liga,34,1991,22,3,0,0,15,11,0,2,29,18,1
237,Federico Baschirotto,it ITA,DF,DF,Cremonese,it Serie A,28,1996,28.2,2,0,0,45,9,1,8,24,13,0
238,Toma Bašić,hr CRO,MF,MF,Lazio,it Serie A,28,1996,19.3,0,1,0,20,19,0,48,9,16,0
239,Calvin Bassey,ng NGA,DF,DF,Fulham,eng Premier League,25,1999,28.2,5,0,0,28,40,1,14,22,32,0
240,Alessandro Bastoni,it ITA,DF,DF,Inter,it Serie A,26,1999,24.9,6,0,0,45,20,0,85,21,39,0
241,Augusto Batalla,ar ARG,GK,GK,Rayo Vallecano,es La Liga,29,1996,34,6,0,0,1,4,0,0,0,1,0
242,Michy Batshuayi,be BEL,FW,FW,Frankfurt,de Bundesliga,31,1993,1.5,0,0,0,2,1,1,0,0,1,0
243,Martin Baturina,hr CRO,MFFW,MF,Como,it Serie A,22,2003,17.4,0,0,0,15,44,0,77,5,14,0
244,Daniel Batz,de GER,GK,GK,Mainz 05,de Bundesliga,34,1991,21,2,0,0,0,1,0,0,0,0,0
245,Elias Baum,de GER,DF,DF,Frankfurt,de Bundesliga,19,2005,0.8,0,0,0,3,0,0,4,1,0,0
246,Oliver Baumann,de GER,GK,GK,Hoffenheim,de Bundesliga,35,1990,34,3,0,0,1,6,0,0,1,0,0
247,Christoph Baumgartner,at AUT,MF,MF,RB Leipzig,de Bundesliga,25,1999,30.9,10,0,0,63,33,4,6,22,40,0
248,Altay Bayındır,tr TUR,GK,GK,Manchester Utd,eng Premier League,27,1998,6,0,0,0,0,3,0,0,0,0,0
249,Vakoun Bayo,ci CIV,FW,FW,Udinese,it Serie A,28,1997,5,0,0,0,15,6,5,1,0,1,0
250,Ihlas Bebou,tg TOG,FWMF,FW,Hoffenheim,de Bundesliga,31,1994,2.1,1,0,0,6,2,2,1,3,1,0
251,Samu Becerra,es ESP,MF,MF,Rayo Vallecano,es La Liga,19,2006,0.1,0,0,0,1,0,0,2,0,0,0
252,Adrian Beck,de GER,MF,MF,Heidenheim,de Bundesliga,28,1997,9.6,1,0,0,13,14,1,15,3,17,0
253,Sheraldo Becker,sr SUR,FWMF,FW,Osasuna,es La Liga,30,1995,1.8,0,0,0,4,1,1,11,3,1,0
254,Sheraldo Becker,sr SUR,FW,FW,Mainz 05,de Bundesliga,30,1995,10.5,2,0,0,13,8,10,31,3,0,0
255,Donny van de Beek,nl NED,MF,MF,Girona,es La Liga,28,1997,0.5,0,0,0,0,0,1,0,0,0,0
256,Tjaš Begić,si SVN,MF,MF,Parma,it Serie A,22,2003,0,0,0,0,0,0,0,0,0,0,0
257,Hannes Behrens,de GER,DFMF,DF,Heidenheim,de Bundesliga,20,2005,14.6,0,0,0,5,27,1,59,18,18,1
258,Maximilian Beier,de GER,MFFW,MF,Dortmund,de Bundesliga,22,2002,22.5,3,0,0,31,24,3,28,11,16,0
259,Luken Beitia,es ESP,DF,DF,Real Sociedad,es La Liga,21,2004,1.1,0,0,0,3,1,0,0,1,0,0
260,Ismael Bekhoucha,ma MAR,DF,DF,Getafe,es La Liga,20,2004,1.4,2,0,0,7,3,0,4,2,5,0
261,Reda Belahyane,ma MAR,MF,MF,Lazio,it Serie A,21,2004,6.8,1,1,0,11,3,0,1,3,8,0
262,Rayane Belaid,es ESP,MFFW,MF,Atlético Madrid,es La Liga,20,2005,1.5,0,0,0,1,1,1,1,0,0,0
263,Rafik Belghali,dz ALG,MF,MF,Hellas Verona,it Serie A,23,2002,21.3,6,0,0,20,10,6,60,17,13,0
264,Haris Belkebla,dz ALG,MF,MF,Angers,fr Ligue 1,31,1994,31.9,7,0,0,24,54,0,5,30,44,0
265,Yassin Belkhdim,fr FRA,MF,MF,Angers,fr Ligue 1,23,2002,23.7,5,0,0,29,29,2,42,32,43,0
266,Stefan Bell,de GER,DF,DF,Mainz 05,de Bundesliga,33,1991,11.5,4,0,0,15,8,1,1,19,6,0
267,Armel Bella Kotchap,de GER,DF,DF,Hellas Verona,it Serie A,23,2001,15,3,0,0,22,17,0,1,29,12,0
268,Raoul Bellanova,it ITA,MF,MF,Atalanta,it Serie A,25,2000,15.3,2,0,0,5,12,2,84,10,9,0
269,Jean-Ricner Bellegarde,ht HAI,MFFW,MF,Wolves,eng Premier League,27,1998,13.9,5,0,0,20,41,0,25,9,15,0
270,Héctor Bellerín,es ESP,DF,DF,Real Betis,es La Liga,30,1995,20.2,2,0,0,15,4,2,29,14,16,0
271,Jobe Bellingham,eng ENG,MF,MF,Dortmund,de Bundesliga,19,2005,19.8,2,1,0,15,20,0,5,41,23,0
272,Jude Bellingham,eng ENG,MF,MF,Real Madrid,es La Liga,22,2003,21.3,3,0,0,33,55,4,16,14,37,0
273,Jeanuël Belocian,fr FRA,DF,DF,Wolfsburg,de Bundesliga,20,2005,13.9,3,0,0,18,8,0,4,16,17,0
274,Jeanuël Belocian,fr FRA,DF,DF,Leverkusen,de Bundesliga,20,2005,3.2,0,0,0,5,5,0,4,2,2,0
275,Andrea Belotti,it ITA,FW,FW,Cagliari,it Serie A,31,1993,2.5,0,0,0,3,10,4,1,4,1,0
276,Fran Beltrán,es ESP,MF,MF,Girona,es La Liga,26,1999,11.2,3,0,0,10,9,0,8,11,14,0
277,Fran Beltrán,es ESP,MF,MF,Celta Vigo,es La Liga,26,1999,5.9,0,0,0,10,3,0,2,8,5,0
278,Lucas Beltrán,ar ARG,FW,FW,Valencia,es La Liga,24,2001,15.2,1,0,0,26,39,4,10,4,10,0
279,Eliesse Ben Seghir,ma MAR,MF,MF,Leverkusen,de Bundesliga,20,2005,2.8,2,0,0,3,10,0,9,1,2,0
280,Eliesse Ben Seghir,ma MAR,MF,MF,Monaco,fr Ligue 1,20,2005,0.5,0,0,0,1,1,0,1,0,0,0
281,Carlos Benavídez,uy URU,DF,DF,Alavés,es La Liga,27,1998,3.6,2,1,1,8,2,0,1,3,6,0
282,Adrian Benedyczak,pl POL,FW,FW,Parma,it Serie A,24,2000,5.4,1,0,0,9,6,1,10,1,6,0
283,Yassine Benhattab,fr FRA,MFFW,MF,Nantes,fr Ligue 1,22,2002,5.3,0,0,0,3,3,1,25,0,6,0
284,Walter Benítez,ar ARG,GK,GK,Crystal Palace,eng Premier League,32,1993,1,0,0,0,0,0,0,0,0,0,0
285,Iker Benito,es ESP,MF,MF,Osasuna,es La Liga,22,2002,1.8,1,0,0,3,3,0,5,2,0,0
286,Mohamed Benoit Dao,fr FRA,FW,FW,Paris FC,fr Ligue 1,18,2007,0,0,0,0,0,0,0,1,0,0,0
287,Ramy Bensebaini,dz ALG,DF,DF,Dortmund,de Bundesliga,30,1995,17,6,0,0,31,16,1,11,18,14,0
288,Nabil Bentaleb,dz ALG,MF,MF,Lille,fr Ligue 1,30,1994,14.3,3,0,0,14,18,0,24,15,12,0
289,Rodrigo Bentancur,uy URU,MF,MF,Tottenham,eng Premier League,28,1997,20.9,7,0,0,19,8,1,7,36,36,0
290,Daniel Bentley,eng ENG,GK,GK,Wolves,eng Premier League,32,1993,3,0,0,0,0,2,0,0,0,0,0
291,Lucas Beraldo,br BRA,DFMF,DF,PSG,fr Ligue 1,21,2003,17.4,2,0,0,15,7,0,2,18,21,0
292,Domenico Berardi,it ITA,FW,FW,Sassuolo,it Serie A,30,1994,21.8,2,1,0,31,34,12,58,24,17,0
293,Yuri Berchiche,es ESP,DF,DF,Athletic Club,es La Liga,35,1990,30.1,5,0,0,26,34,3,64,34,29,0
294,Álex Berenguer,es ESP,MF,MF,Athletic Club,es La Liga,30,1995,23.9,4,0,0,28,38,6,199,13,17,1
295,Sander Berge,no NOR,MF,MF,Fulham,eng Premier League,27,1998,32.3,5,0,0,35,14,1,13,26,41,1
296,Lucas Bergström,fi FIN,GK,GK,Mallorca,es La Liga,22,2002,5,1,0,0,0,0,0,0,0,0,0
297,Lucas Bergvall,se SWE,MF,MF,Tottenham,eng Premier League,19,2006,10.7,2,0,0,24,7,3,19,3,14,0
298,Medon Berisha,al ALB,MF,MF,Lecce,it Serie A,21,2003,9.7,0,0,0,11,10,1,58,5,12,0
299,Anthony Bermont,fr FRA,FW,FW,Lens,fr Ligue 1,20,2005,1.2,0,0,0,2,0,0,11,3,1,0
300,Adrian Bernabe,es ESP,MF,MF,Parma,it Serie A,24,2001,27.4,0,0,0,15,61,1,81,17,23,0
301,Marc Bernal,es ESP,MF,MF,Barcelona,es La Liga,18,2007,8.8,4,0,0,15,11,0,1,12,19,0
302,Gabin Bernardeau,fr FRA,MF,MF,Nice,fr Ligue 1,19,2006,1.1,0,0,0,1,3,1,5,0,4,0
303,Federico Bernardeschi,it ITA,MFFW,MF,Bologna,it Serie A,31,1994,13.5,3,0,0,13,11,2,48,6,6,0
304,Bernardo,br BRA,DF,DF,Hoffenheim,de Bundesliga,30,1995,25.7,9,0,0,42,11,2,16,39,42,0
305,Lorenzo Bernasconi,it ITA,MF,MF,Atalanta,it Serie A,21,2003,17.5,3,0,0,8,5,3,113,14,16,0
306,Antoine Bernede,fr FRA,MF,MF,Hellas Verona,it Serie A,26,1999,25.6,2,0,0,55,20,1,25,16,39,0
307,Nicolò Bertola,it ITA,DFMF,DF,Udinese,it Serie A,22,2003,19.6,3,0,0,19,12,1,8,24,21,0
308,Jan-Niklas Beste,de GER,MF,MF,Freiburg,de Bundesliga,26,1999,18.9,5,0,0,17,36,5,106,17,24,0
309,Beto,gw GNB,FW,FW,Everton,eng Premier League,27,1998,17.4,3,0,0,32,12,9,2,1,5,0
310,Brando Bettazzi,it ITA,MF,MF,Pisa,it Serie A,17,2007,0.2,0,0,0,1,1,0,0,0,1,0
311,Sam Beukema,nl NED,DF,DF,Napoli,it Serie A,26,1998,18.7,2,0,0,19,5,1,6,14,17,0
312,Matteo Bianchetti,it ITA,DF,DF,Cremonese,it Serie A,32,1993,24.4,4,0,0,28,15,0,6,19,30,0
313,Mika Biereth,dk DEN,FW,FW,Monaco,fr Ligue 1,22,2003,11.9,0,0,0,16,14,9,9,0,7,0
314,Pedro Bigas,es ESP,DF,DF,Elche,es La Liga,34,1990,22.9,5,1,1,24,19,0,26,30,22,0
315,Justin Bijlow,nl NED,GK,GK,Genoa,it Serie A,27,1998,15.5,1,0,0,1,1,0,0,0,0,0
316,Jaka Bijol,si SVN,DF,DF,Leeds United,eng Premier League,26,1999,21,4,0,0,19,10,0,1,22,13,0
317,Cristiano Biraghi,it ITA,MFDF,MF,Torino,it Serie A,32,1992,5.7,0,0,0,9,6,0,45,3,7,0
318,Veljko Birmančević,rs SRB,FW,FW,Getafe,es La Liga,27,1998,1.6,0,0,0,3,3,3,2,2,0,0
319,Tom Bischof,de GER,DFMF,DF,Bayern Munich,de Bundesliga,20,2005,14.5,2,0,0,15,9,1,26,15,18,0
320,Yves Bissouma,ml MLI,MF,MF,Tottenham,eng Premier League,28,1996,6.7,4,0,0,8,6,0,1,8,11,0
321,Leonardo Bittencourt,de GER,MF,MF,Werder Bremen,de Bundesliga,31,1993,6.8,5,0,0,7,11,0,4,8,10,0
322,Emmanuel Biumla,fr FRA,DF,DF,Angers,fr Ligue 1,20,2005,4.3,0,0,0,8,6,0,1,2,5,0
323,Marco Bizot,nl NED,GK,GK,Aston Villa,eng Premier League,34,1991,6.5,2,0,0,1,1,0,0,0,0,0
324,Antonio Blanco,es ESP,MF,MF,Alavés,es La Liga,25,2000,34.6,9,0,0,71,43,2,30,51,49,0
325,Ludovic Blas,fr FRA,MFFW,MF,Rennes,fr Ligue 1,27,1997,17.2,1,0,0,24,27,5,93,15,10,0
326,Janis Blaswich,de GER,GK,GK,Leverkusen,de Bundesliga,34,1991,10.3,1,0,0,0,0,0,0,0,0,0
327,Daley Blind,nl NED,DF,DF,Girona,es La Liga,35,1990,29,1,0,0,19,20,0,13,38,34,0
328,Adam Boayar,ma MAR,MF,MF,Elche,es La Liga,19,2005,1.2,0,0,0,0,1,1,2,1,2,0
329,Oscar Bobb,no NOR,MFFW,MF,Manchester City,eng Premier League,22,2003,5.2,1,0,0,5,9,0,5,3,5,0
330,Oscar Bobb,no NOR,MF,MF,Fulham,eng Premier League,22,2003,6.3,0,0,0,4,8,0,9,6,7,0
331,Ben Bobzien,de GER,FWMF,FW,Mainz 05,de Bundesliga,22,2003,0.1,0,0,0,0,0,0,1,0,2,0
332,Arnaud Bodart,be BEL,GK,GK,Lille,fr Ligue 1,27,1998,2.5,0,0,0,1,0,0,0,0,0,0
333,Sacha Boey,fr FRA,DF,DF,Bayern Munich,de Bundesliga,24,2000,5.1,1,0,0,10,8,0,6,7,4,0
334,Jeremie Boga,ci CIV,MFFW,MF,Nice,fr Ligue 1,28,1997,7.2,0,0,0,2,11,0,12,3,5,0
335,Jeremie Boga,ci CIV,MFFW,MF,Juventus,it Serie A,28,1997,7.5,1,0,0,3,7,1,30,2,3,0
